student_id,daily_social_media_hours,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,stress_level,anxiety_level,addiction_level,depression_label
927,7.3,8.5,1.5,3.54,1.2,3,3,7,0
928,2.8,6.2,1.2,3.21,1.0,3,10,6,0
929,1.2,7.4,2.7,2.92,1.4,3,7,4,0
930,2.5,8.9,1.2,3.33,1.5,4,4,10,0
931,4.8,5.6,1.6,2.0,1.3,3,8,4,0
932,6.4,4.2,1.1,2.68,0.3,10,9,4,1
933,6.6,6.1,1.7,2.67,1.8,10,8,2,0
934,3.5,5.7,2.4,3.46,0.9,8,4,10,0
935,2.4,6.3,2.8,2.41,0.7,9,5,2,0
936,5.9,4.3,0.8,3.41,1.1,4,3,2,0
937,7.4,5.0,2.0,2.68,1.2,1,6,8,0
938,4.6,5.3,3.0,3.25,0.2,1,8,7,0
939,7.3,5.8,2.9,3.93,0.9,6,2,9,0
940,2.9,4.5,0.9,3.71,0.1,1,6,4,0
941,5.3,8.4,0.6,3.08,0.4,9,4,6,0
942,7.2,8.2,2.9,3.69,1.0,6,2,5,0
943,2.6,7.9,1.8,3.91,0.5,4,5,6,0
944,3.6,4.8,1.0,3.71,1.1,5,7,4,0
945,3.6,6.5,1.1,3.65,1.1,5,9,10,0
946,1.8,5.5,1.6,3.29,1.3,6,5,9,0
947,1.8,7.6,1.2,2.84,1.1,10,1,3,0
948,7.4,8.4,1.9,3.73,0.8,9,9,4,0
949,4.8,4.3,2.2,2.5,0.0,4,1,4,0
950,2.4,6.8,1.0,2.86,1.5,9,10,8,0
951,5.4,5.2,0.6,3.65,1.5,7,9,10,1
952,3.5,8.5,2.2,2.11,1.3,8,8,2,0
953,3.0,5.0,2.0,2.45,1.2,1,10,7,0
954,3.3,7.4,0.9,2.53,0.2,4,10,6,0
955,5.5,5.1,2.7,2.56,1.4,2,3,7,0
956,3.8,8.3,2.6,3.19,2.0,1,2,2,0
957,5.7,8.7,2.0,3.14,1.7,1,9,8,0
958,4.7,8.0,1.1,2.37,0.2,5,10,6,0
959,4.0,6.7,0.6,2.51,1.5,9,8,5,0
960,5.3,6.8,0.7,3.9,1.5,5,8,3,0
961,3.8,4.7,1.2,3.7,1.4,2,2,5,0
962,6.0,4.1,2.4,2.61,1.1,1,6,3,0
963,2.2,4.5,1.3,2.63,1.7,10,2,6,0
964,4.3,8.4,2.1,2.69,0.2,1,10,8,0
965,7.5,4.5,2.7,2.41,1.0,3,2,6,0
966,5.3,6.8,2.9,2.18,0.8,10,1,6,0
967,7.0,6.9,2.1,3.42,1.1,10,3,6,0
968,2.1,4.6,2.0,2.55,1.8,5,4,4,0
969,7.3,7.3,2.8,3.3,0.4,1,8,1,0
970,2.6,6.5,1.5,3.8,0.2,8,6,1,0
971,5.4,4.9,1.5,3.4,0.0,2,2,1,0
972,6.9,6.2,0.6,2.37,0.2,3,1,4,0
973,3.0,5.5,2.1,3.08,0.7,9,3,5,0
974,1.3,4.5,2.3,2.28,1.0,2,7,8,0
975,6.2,6.4,1.4,3.34,0.9,8,9,9,0
976,3.6,5.5,1.2,2.49,1.9,1,4,9,0
977,6.5,6.7,2.5,2.98,0.1,9,7,7,0
978,5.3,6.6,0.6,3.04,0.1,3,7,1,0
979,4.6,5.3,1.3,3.76,0.5,3,8,8,0
980,7.7,6.6,1.6,4.0,1.9,3,3,9,0
981,7.1,8.4,1.8,2.93,1.3,1,6,8,0
982,3.9,7.5,2.1,3.24,0.9,4,3,2,0
983,7.5,8.6,0.9,2.25,1.6,9,8,4,0
984,5.8,7.5,2.2,3.65,1.4,4,4,8,0
985,7.6,7.3,2.9,2.99,1.2,4,8,10,0
986,4.4,7.4,2.8,3.28,1.5,7,5,4,0
987,4.6,4.6,2.5,2.4,1.0,10,10,8,0
988,7.0,8.9,0.7,2.79,0.4,2,10,8,0
989,3.6,8.8,1.2,2.32,0.5,2,4,5,0
990,3.0,6.6,0.9,2.69,1.8,1,2,2,0
991,7.2,6.4,2.9,3.82,1.0,5,4,5,0
992,5.6,5.9,2.0,2.97,0.6,9,3,3,0
993,2.0,4.7,1.1,2.51,0.0,2,9,4,0
994,4.4,5.1,2.8,2.22,0.5,5,4,1,0
995,3.5,5.8,1.2,2.44,1.5,4,1,8,0
996,6.5,6.5,1.5,2.05,0.5,3,9,4,0
997,4.4,8.8,2.3,2.73,0.3,9,2,2,0
998,3.1,4.2,0.8,2.28,1.6,4,9,6,0
999,7.8,4.2,2.1,3.42,0.0,10,7,9,1
1000,2.1,4.4,2.2,2.47,0.7,9,5,6,0
1001,5.5,5.7,2.3,3.05,1.3,7,8,5,1
1002,5.7,7.2,2.4,2.18,1.6,5,1,7,0
1003,5.0,6.3,1.5,2.67,1.1,6,2,5,0
1004,7.5,4.0,0.5,3.72,1.1,4,5,7,0
1005,2.2,7.1,1.1,2.5,1.5,2,1,2,0
1006,7.3,4.1,2.1,2.87,0.4,10,10,1,1
1007,2.7,7.5,1.5,3.23,1.4,5,7,3,0
1008,1.6,8.6,2.6,3.53,0.1,8,8,10,0
1009,4.0,4.9,2.7,2.3,0.5,7,8,6,0
1010,6.3,4.7,2.4,2.3,0.9,6,1,6,0
1011,6.8,7.1,2.9,3.26,0.6,6,10,4,0
1012,6.6,8.1,2.0,3.59,1.6,9,4,3,0
1013,4.0,4.2,0.9,2.75,1.0,5,4,8,0
1014,1.6,5.0,2.7,2.31,1.9,8,9,5,0
1015,5.3,8.2,1.9,3.87,1.9,2,9,8,0
1016,7.4,4.4,1.4,3.78,1.1,9,7,5,1
1017,2.3,8.7,0.6,2.76,1.9,4,8,7,0
1018,7.6,6.1,0.8,3.09,1.3,8,4,4,0
1019,7.6,7.6,2.4,2.24,1.1,1,5,5,0
1020,3.4,4.7,0.5,2.91,2.0,2,8,1,0
1021,2.3,4.2,0.9,3.84,1.3,6,6,10,0
1022,5.0,4.3,1.1,2.22,0.1,7,2,2,0
1023,3.8,7.1,0.5,3.08,0.2,2,9,7,0
1024,3.7,7.6,1.2,3.2,1.0,4,8,6,0
1025,1.4,8.6,2.4,3.31,0.7,2,6,2,0
1026,1.8,4.9,2.7,2.12,0.2,1,3,8,0
1027,1.5,5.8,1.1,3.29,1.7,6,4,2,0
1028,5.5,5.5,1.8,2.24,0.0,3,4,10,0
1029,4.9,5.2,0.7,2.55,0.1,10,6,4,0
1030,7.2,7.0,2.3,3.74,0.7,8,4,7,0
1031,6.8,7.2,1.1,2.29,1.9,8,5,9,0
1032,2.2,7.7,2.1,2.33,1.7,2,8,7,0
1033,5.9,7.0,0.8,2.29,1.6,6,8,1,0
1034,2.2,7.5,1.4,3.19,1.8,6,1,7,0
1035,2.4,4.2,1.2,3.87,1.3,1,9,5,0
1036,4.1,7.6,1.0,2.17,1.1,4,5,1,0
1037,4.5,7.0,2.7,2.89,1.8,1,1,2,0
1038,4.6,5.9,1.4,2.15,0.3,3,10,2,0
1039,4.5,6.1,2.8,3.38,1.2,10,4,2,0
1040,5.0,5.2,2.6,2.04,1.7,4,4,5,0
1041,4.1,6.4,1.4,2.26,1.6,2,3,6,0
1042,7.5,7.6,1.8,3.19,1.7,2,6,6,0
1043,4.2,5.5,1.8,3.83,1.9,3,8,8,0
1044,7.2,5.0,2.9,3.76,0.4,7,4,2,0
1045,4.8,6.0,0.6,2.41,0.0,3,6,9,0
1046,7.3,6.7,1.0,3.41,1.7,6,5,2,0
1047,3.9,4.5,1.6,2.02,0.6,6,6,5,0
1048,5.5,4.0,2.4,3.01,0.9,10,3,2,0
1049,7.5,6.3,2.8,3.04,1.8,1,5,8,0
1050,1.8,6.9,2.7,2.53,1.7,2,2,7,0
1051,2.6,5.1,0.9,2.57,1.4,8,5,8,0
1052,5.5,6.0,2.8,3.4,0.0,2,3,8,0
1053,3.6,7.1,0.9,2.84,0.3,1,9,4,0
1054,7.6,5.4,1.9,2.56,1.4,2,7,9,0
1055,7.9,7.1,0.7,2.8,0.3,6,8,8,0
1056,2.6,6.8,1.7,2.06,0.4,8,6,6,0
1057,5.7,6.4,0.9,3.57,1.5,3,7,2,0
1058,7.1,5.7,1.2,3.83,2.0,2,8,7,0
1059,1.3,8.7,0.9,4.0,0.1,10,9,9,0
1060,1.1,6.7,2.0,3.63,0.2,3,10,5,0
1061,3.3,9.0,0.7,2.49,0.6,3,6,4,0
1062,7.4,7.2,1.8,2.11,1.4,3,7,3,0
1063,5.8,8.3,2.8,2.63,0.6,5,3,7,0
1064,4.6,6.8,1.5,2.4,1.4,5,10,2,0
1065,2.5,7.1,1.6,3.97,0.7,10,7,3,0
1066,4.0,8.0,2.0,3.04,1.4,3,1,8,0
1067,6.6,8.0,1.9,2.86,0.4,4,8,5,0
1068,2.9,5.8,1.6,3.34,1.1,6,10,3,0
1069,7.2,5.7,2.7,2.76,0.4,7,3,7,0
1070,2.9,5.3,1.0,3.89,1.7,9,2,4,0
1071,7.3,5.7,2.9,3.48,1.8,2,7,8,0
1072,3.7,9.0,1.5,3.37,1.9,4,3,1,0
1073,7.0,4.8,1.7,2.9,0.3,4,1,8,0
1074,4.0,8.4,2.3,2.52,0.9,4,5,3,0
1075,2.7,7.5,2.8,3.53,0.9,3,1,5,0
1076,7.2,5.7,0.7,3.89,1.0,1,3,6,0
1077,7.9,7.0,2.7,3.9,1.0,1,2,10,0
1078,5.1,5.3,2.3,2.31,0.2,3,3,6,0
1079,6.4,7.7,0.7,3.86,1.5,10,2,7,0
1080,4.4,4.2,2.0,3.89,1.1,2,9,8,0
1081,7.0,7.4,2.6,2.92,1.0,10,6,3,0
1082,7.8,5.7,1.2,3.72,1.2,10,2,6,0
1083,5.0,6.2,1.0,2.0,1.5,5,6,1,0
1084,6.6,5.3,1.1,3.5,1.7,1,10,7,0
1085,2.6,8.6,2.7,3.28,0.8,5,4,6,0
1086,5.8,4.4,1.8,3.8,1.0,2,2,1,0
1087,5.6,6.8,2.3,2.66,1.1,7,6,2,0
1088,4.6,4.3,2.9,2.95,0.6,7,9,8,0
1089,1.4,4.7,0.5,3.57,1.7,1,5,6,0
1090,2.9,8.2,2.3,2.48,0.9,5,8,9,0
1091,7.9,6.3,2.7,2.88,0.2,2,7,5,0
1092,3.5,6.8,2.3,2.28,1.0,7,2,6,0
1093,3.8,7.9,1.2,3.24,1.6,6,10,5,0
1094,2.9,8.7,0.9,2.99,0.8,7,8,2,0
1095,3.5,4.6,0.7,3.9,0.6,7,3,1,0
1096,4.8,8.6,1.8,2.44,1.7,8,7,3,0
1097,5.8,7.2,1.1,2.69,0.4,7,3,7,0
1098,6.1,7.5,2.5,3.14,0.5,9,6,10,0
1099,4.3,7.8,0.5,3.92,0.7,3,4,8,0
1100,7.8,4.6,3.0,2.44,1.4,8,10,6,1
1101,5.2,7.5,1.1,3.61,0.1,4,6,7,0
1102,3.5,4.3,2.2,3.19,1.0,4,5,9,0
1103,6.5,4.6,1.8,2.2,1.2,7,4,4,0
1104,4.7,7.2,2.7,2.06,1.4,3,1,4,0
1105,2.5,6.3,1.8,2.2,0.1,9,3,9,0
1106,5.5,7.4,2.0,2.8,1.8,9,8,10,0
1107,3.5,8.0,1.9,3.45,1.5,10,4,1,0
1108,4.6,7.0,1.6,2.74,0.9,3,2,9,0
1109,3.5,6.9,1.6,2.08,0.7,9,9,9,0
1110,1.6,8.6,1.4,2.69,1.6,4,3,4,0
1111,3.2,5.9,0.7,3.98,0.8,6,8,1,0
1112,1.7,7.0,2.7,2.07,0.5,6,4,10,0
1113,6.4,4.3,2.3,3.99,1.1,7,4,3,0
1114,3.3,6.4,1.0,2.49,1.0,9,2,4,0
1115,1.2,6.8,2.6,2.85,1.8,4,3,9,0
1116,2.5,7.8,1.4,3.43,0.9,1,4,6,0
1117,2.2,5.1,2.3,3.6,1.0,4,7,6,0
1118,5.2,7.1,1.9,2.87,1.7,5,8,6,0
1119,7.9,8.7,2.5,2.29,0.7,7,7,4,0
1120,5.6,8.0,2.4,2.95,0.0,2,10,3,0
1121,3.9,4.2,2.1,2.28,1.1,6,5,7,0
1122,1.8,6.1,2.7,2.86,1.1,4,2,4,0
1123,5.8,5.1,1.2,3.24,0.4,5,9,2,0
1124,2.2,4.4,1.7,2.86,1.1,8,9,7,0
1125,6.9,4.6,2.5,2.04,0.8,10,9,2,1
1126,5.7,6.7,2.6,2.35,1.8,10,10,7,0
1127,7.5,5.6,2.3,2.37,0.0,3,10,8,0
1128,5.2,6.4,2.5,3.13,0.3,8,6,7,0
1129,7.2,6.9,2.1,2.32,1.1,3,4,10,0
1130,2.0,4.3,0.8,3.4,0.7,8,1,1,0
1131,4.7,6.8,1.4,3.91,0.8,10,6,9,0
1132,5.6,4.5,1.4,2.44,1.2,5,10,9,0
1133,4.5,4.0,2.9,3.15,1.9,8,6,5,0
1134,1.1,9.0,1.2,2.9,1.8,5,10,2,0
1135,5.3,4.6,1.5,2.54,0.6,4,3,4,0
1136,3.5,5.3,2.5,2.29,0.7,1,10,3,0
1137,6.5,6.2,1.2,3.19,0.0,6,5,2,0
1138,7.0,6.7,1.9,2.48,1.3,7,1,5,0
1139,4.0,4.1,0.9,2.99,1.9,2,9,10,0
1140,1.7,5.3,1.5,3.6,1.5,6,4,3,0
1141,7.8,4.7,2.2,3.53,0.6,5,8,2,0
1142,5.2,6.7,3.0,3.18,0.6,9,7,9,0
1143,7.9,5.8,2.1,3.91,1.4,7,1,10,0
1144,5.9,6.6,1.3,2.11,1.4,10,4,9,0
1145,2.6,8.5,1.9,3.06,1.9,5,7,6,0
1146,6.3,4.8,1.2,2.91,1.3,9,10,3,1
1147,4.5,8.4,2.1,2.62,2.0,5,10,5,0
1148,5.3,4.7,2.8,2.82,0.3,1,9,6,0
1149,5.2,7.4,2.5,3.93,0.8,4,4,8,0
1150,3.3,6.1,1.2,2.56,1.4,8,6,3,0
1151,1.1,5.4,1.6,3.34,1.5,4,5,8,0
1152,5.0,7.3,1.2,3.39,0.7,9,10,8,0
1153,7.4,8.6,1.4,2.19,1.8,10,10,1,0
1154,7.4,8.9,2.9,3.39,1.1,4,9,1,0
1155,6.6,5.2,2.2,2.98,0.8,6,8,7,0
1156,7.1,7.2,1.1,3.69,1.0,4,6,3,0
1157,1.1,8.6,2.3,3.68,0.5,1,2,7,0
1158,3.6,8.7,0.8,2.41,1.3,4,6,8,0
1159,5.1,4.6,1.1,2.75,1.5,6,3,6,0
1160,7.3,7.8,1.0,2.91,0.8,9,7,5,0
1161,7.7,7.5,1.4,2.24,0.1,5,3,3,0
1162,7.9,4.1,1.6,2.74,0.9,9,3,5,0
1163,5.5,5.8,2.5,2.34,1.0,5,2,8,0
1164,4.0,7.8,0.6,3.61,1.7,2,7,9,0
1165,7.9,4.7,1.5,3.3,0.0,5,8,5,0
1166,5.5,8.2,0.5,3.15,1.2,8,7,7,0
1167,7.6,7.1,1.1,2.07,1.9,3,2,6,0
1168,1.3,4.4,0.9,2.99,0.0,8,2,5,0
1169,7.3,7.0,2.2,2.07,1.0,3,7,1,0
1170,4.3,6.7,2.5,3.19,1.0,5,5,5,0
1171,7.1,7.7,1.9,2.24,0.6,8,10,5,0
1172,5.7,6.4,1.9,3.3,1.3,6,8,5,0
1173,5.2,7.3,1.7,3.33,0.9,7,4,9,0
1174,3.1,7.7,2.2,3.72,1.4,1,5,8,0
1175,3.0,6.2,0.8,3.96,1.1,9,10,3,0
1176,6.0,4.2,2.2,2.27,0.5,1,4,5,0
1177,5.9,8.6,1.9,3.88,0.2,1,6,9,0
1178,5.1,5.5,0.7,2.13,0.5,6,10,8,0
1179,3.5,4.9,0.5,3.68,1.7,8,4,3,0
1180,5.3,5.3,2.4,3.01,1.6,2,9,1,0
1181,4.1,7.5,1.7,3.12,2.0,1,4,9,0
1182,4.1,6.7,2.1,2.5,0.1,8,1,5,0
1183,6.3,6.8,1.8,2.59,1.9,10,5,5,0
1184,6.6,9.0,2.9,2.47,1.7,3,7,9,0
1185,1.4,4.5,2.3,3.9,0.0,2,8,10,0
1186,2.4,9.0,2.4,3.13,0.5,5,3,3,0
1187,1.6,5.4,2.0,3.2,1.8,8,8,3,0
1188,2.0,8.9,0.8,2.96,0.5,6,2,2,0
1189,7.4,7.4,2.0,3.76,1.7,10,1,4,0
1190,1.6,4.8,2.4,2.97,1.9,9,9,10,0
1191,3.8,8.4,0.9,3.6,1.9,1,2,2,0
1192,8.0,4.7,0.5,2.18,0.6,8,8,6,1
1193,7.8,5.9,1.5,3.31,1.9,10,1,10,0
1194,7.2,8.1,2.1,2.52,0.4,3,3,7,0
1195,2.0,4.5,1.7,2.65,0.0,9,4,2,0
1196,6.8,6.6,2.0,2.76,1.0,3,4,4,0
1197,2.3,8.0,1.9,2.12,0.4,7,4,4,0
1198,1.7,8.7,0.7,3.98,0.8,1,1,1,0
1199,3.9,8.5,2.1,3.19,0.6,7,9,9,0
1200,4.7,6.5,1.0,2.91,0.9,5,7,3,0
